address,paon,saon,street,locality,town,postcode,district,propertyType,estateId,estate,estateClassification,estateType,estateRuleId,estateRegistryVersion,estateEvidenceStatus,estateReviewStatus,price,date,market,category
"12, ORCHARD WAY, ESHER, KT10 9DY",12,,ORCHARD WAY,,ESHER,KT10 9DY,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3275000,2025-01-31,elmbridge-prime,A
"THE OLD VICARAGE, CHURCH HILL, PYRFORD, WOKING, GU22 8XH",THE OLD VICARAGE,,CHURCH HILL,PYRFORD,WOKING,GU22 8XH,Woking,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2025-01-31,woking-district,A
"THE OLD VICARAGE, BOROUGH ROAD, GODALMING, GU7 1ES",THE OLD VICARAGE,,BOROUGH ROAD,,GODALMING,GU7 1ES,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3700000,2025-01-30,waverley-south-surrey,A
"19, KELVEDON AVENUE, HERSHAM, WALTON-ON-THAMES, KT12 5EB",19,,KELVEDON AVENUE,HERSHAM,WALTON-ON-THAMES,KT12 5EB,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:kelvedon-avenue:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,5950000,2025-01-27,elmbridge-prime,A
"27, OAK ROAD, COBHAM, KT11 3BA",27,,OAK ROAD,,COBHAM,KT11 3BA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2025-01-17,elmbridge-prime,A
"6, BIRDS HILL ROAD, OXSHOTT, LEATHERHEAD, KT22 0NJ",6,,BIRDS HILL ROAD,OXSHOTT,LEATHERHEAD,KT22 0NJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2025-01-14,elmbridge-prime,A
"14, WARWICKS BENCH, GUILDFORD, GU1 3TG",14,,WARWICKS BENCH,,GUILDFORD,GU1 3TG,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3750000,2025-01-10,guildford-district,A
"23, BIRDS HILL ROAD, OXSHOTT, LEATHERHEAD, KT22 0NJ",23,,BIRDS HILL ROAD,OXSHOTT,LEATHERHEAD,KT22 0NJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6350000,2025-01-02,elmbridge-prime,B
"CASTANEA, LAKE ROAD, VIRGINIA WATER, GU25 4QW",CASTANEA,,LAKE ROAD,,VIRGINIA WATER,GU25 4QW,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:lake-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,8171380,2024-12-27,runnymede-wentworth,A
"TANGLEWOOD, RAVENSCROFT ROAD, WEYBRIDGE, KT13 0NX",TANGLEWOOD,,RAVENSCROFT ROAD,,WEYBRIDGE,KT13 0NX,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:ravenscroft-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3430000,2024-12-23,elmbridge-prime,A
"2, HIGH STREET, BAGSHOT, GU19 5AE",2,,HIGH STREET,,BAGSHOT,GU19 5AE,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3468000,2024-12-19,surrey-heath,B
"22A, WATER LANE, COBHAM, KT11 2PB",22A,,WATER LANE,,COBHAM,KT11 2PB,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5100000,2024-12-18,elmbridge-prime,A
"BRIDLE GATES, HOGSHILL LANE, COBHAM, KT11 2AL",BRIDLE GATES,,HOGSHILL LANE,,COBHAM,KT11 2AL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4950000,2024-12-18,elmbridge-prime,A
"10, HIGH TREES ROAD, REIGATE, RH2 7EJ",10,,HIGH TREES ROAD,,REIGATE,RH2 7EJ,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3375000,2024-12-18,reigate-banstead,A
"CULPEPER, SPRING WOODS, VIRGINIA WATER, GU25 4PW",CULPEPER,,SPRING WOODS,,VIRGINIA WATER,GU25 4PW,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:spring-woods:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,6500000,2024-12-16,runnymede-wentworth,A
"QUEEN ANNE HOUSE, 11, EATON PARK, COBHAM, KT11 2JF","QUEEN ANNE HOUSE, 11",,EATON PARK,,COBHAM,KT11 2JF,Elmbridge,Detached,eaton-park,Eaton Park,A,traditional_private_estate,pe:eaton-park:eaton-park:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,6490000,2024-12-12,elmbridge-prime,A
"12, CLAREMONT DRIVE, ESHER, KT10 9LU",12,,CLAREMONT DRIVE,,ESHER,KT10 9LU,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3375000,2024-12-11,elmbridge-prime,A
"TANGLE COPSE, SHERBOURNE DRIVE, ASCOT, SL5 0LG",TANGLE COPSE,,SHERBOURNE DRIVE,,ASCOT,SL5 0LG,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6050000,2024-12-09,runnymede-wentworth,A
"26, ICKLINGHAM ROAD, COBHAM, KT11 2NH",26,,ICKLINGHAM ROAD,,COBHAM,KT11 2NH,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4100000,2024-12-06,elmbridge-prime,A
"8, ALBANY CLOSE, ESHER, KT10 9JR",8,,ALBANY CLOSE,,ESHER,KT10 9JR,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3250000,2024-12-03,elmbridge-prime,A
"HATCH HILL HOUSE, CHURT ROAD, HINDHEAD, GU26 6HY",HATCH HILL HOUSE,,CHURT ROAD,,HINDHEAD,GU26 6HY,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4175000,2024-11-27,waverley-south-surrey,A
"WEST LODGE, WEST DRIVE, ASCOT, SL5 0LF",WEST LODGE,,WEST DRIVE,,ASCOT,SL5 0LF,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,8100000,2024-11-25,runnymede-wentworth,A
"9, SANDOWN ROAD, ESHER, KT10 9TT",9,,SANDOWN ROAD,,ESHER,KT10 9TT,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3800000,2024-11-22,elmbridge-prime,A
"BRIDESTONE, FAIROAK CLOSE, OXSHOTT, LEATHERHEAD, KT22 0TJ",BRIDESTONE,,FAIROAK CLOSE,OXSHOTT,LEATHERHEAD,KT22 0TJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3500000,2024-11-22,elmbridge-prime,A
"21B, WATER LANE, COBHAM, KT11 2PA",21B,,WATER LANE,,COBHAM,KT11 2PA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3340000,2024-11-22,elmbridge-prime,A
"MOLES END, MOLES HILL, OXSHOTT, LEATHERHEAD, KT22 0QB",MOLES END,,MOLES HILL,OXSHOTT,LEATHERHEAD,KT22 0QB,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3540000,2024-11-20,elmbridge-prime,A
"LOW WOOD, WESTWOOD ROAD, WINDLESHAM, GU20 6LX",LOW WOOD,,WESTWOOD ROAD,,WINDLESHAM,GU20 6LX,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3650000,2024-11-12,surrey-heath,A
"COMPASS HOUSE, WOODLAND WAY, KINGSWOOD, TADWORTH, KT20 6NW",COMPASS HOUSE,,WOODLAND WAY,KINGSWOOD,TADWORTH,KT20 6NW,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3150000,2024-11-08,reigate-banstead,A
"19, OXSHOTT RISE, COBHAM, KT11 2RW",19,,OXSHOTT RISE,,COBHAM,KT11 2RW,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:oxshott-rise:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4700000,2024-11-01,elmbridge-prime,A
"10, ICKLINGHAM ROAD, COBHAM, KT11 2NG",10,,ICKLINGHAM ROAD,,COBHAM,KT11 2NG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4500000,2024-11-01,elmbridge-prime,A
"1, THE RED HOUSE, OAKSHADE ROAD, OXSHOTT, LEATHERHEAD, KT22 0JT",THE RED HOUSE,1,OAKSHADE ROAD,OXSHOTT,LEATHERHEAD,KT22 0JT,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3375000,2024-11-01,elmbridge-prime,A
"1, HOLTWOOD ROAD, OXSHOTT, LEATHERHEAD, KT22 0QL",1,,HOLTWOOD ROAD,OXSHOTT,LEATHERHEAD,KT22 0QL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4285000,2024-10-31,elmbridge-prime,B
"WOODLANDS, MILL LANE, CHIDDINGFOLD, GODALMING, GU8 4SJ",WOODLANDS,,MILL LANE,CHIDDINGFOLD,GODALMING,GU8 4SJ,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4075000,2024-10-31,waverley-south-surrey,A
"1, HOLTWOOD ROAD, OXSHOTT, LEATHERHEAD, KT22 0QL",1,,HOLTWOOD ROAD,OXSHOTT,LEATHERHEAD,KT22 0QL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3500000,2024-10-31,elmbridge-prime,B
"STILL MEADOW, RIDGEMEAD ROAD, ENGLEFIELD GREEN, EGHAM, TW20 0YD",STILL MEADOW,,RIDGEMEAD ROAD,ENGLEFIELD GREEN,EGHAM,TW20 0YD,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3350000,2024-10-25,runnymede-wentworth,B
"HEATHERDALE, SOUTH ROAD, ST GEORGES HILL, WEYBRIDGE, KT13 0NA",HEATHERDALE,,SOUTH ROAD,ST GEORGES HILL,WEYBRIDGE,KT13 0NA,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:south-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5950000,2024-10-24,elmbridge-prime,A
"MILLSTREAM HOUSE, MILL LANE, RIPLEY, WOKING, GU23 6QT",MILLSTREAM HOUSE,,MILL LANE,RIPLEY,WOKING,GU23 6QT,Guildford,Semi Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3100000,2024-10-24,guildford-district,A
"KASUNGA, WENTWORTH DRIVE, VIRGINIA WATER, GU25 4QT",KASUNGA,,WENTWORTH DRIVE,,VIRGINIA WATER,GU25 4QT,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:wentworth-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3200000,2024-10-14,runnymede-wentworth,A
"ASHRIDGE HOUSE, 15, WEYBRIDGE PARK, WEYBRIDGE, KT13 8SL","ASHRIDGE HOUSE, 15",,WEYBRIDGE PARK,,WEYBRIDGE,KT13 8SL,Elmbridge,Detached,weybridge-park,Weybridge Park,A,traditional_private_estate,pe:weybridge-park:weybridge-park:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3300000,2024-10-11,elmbridge-prime,A
"ABBOTSWOOD, 22, BADGERS HILL, VIRGINIA WATER, GU25 4SA","ABBOTSWOOD, 22",,BADGERS HILL,,VIRGINIA WATER,GU25 4SA,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:badgers-hill:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5424790,2024-10-09,runnymede-wentworth,A
"COACH HOUSE, DRAGON LANE, WEYBRIDGE, KT13 0NG",COACH HOUSE,,DRAGON LANE,,WEYBRIDGE,KT13 0NG,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:dragon-lane:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4000000,2024-10-09,elmbridge-prime,A
"GRANVILLE HOUSE, GRANVILLE ROAD, WEYBRIDGE, KT13 0QL",GRANVILLE HOUSE,,GRANVILLE ROAD,,WEYBRIDGE,KT13 0QL,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:granville-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,7525000,2024-10-04,elmbridge-prime,B
"25, PALACE ROAD, EAST MOLESEY, KT8 9DJ",25,,PALACE ROAD,,EAST MOLESEY,KT8 9DJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3500000,2024-09-30,elmbridge-prime,A
"JUNIPER HILL, CLOCK BARN LANE, GODALMING, GU8 4AZ",JUNIPER HILL,,CLOCK BARN LANE,,GODALMING,GU8 4AZ,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3385000,2024-09-30,waverley-south-surrey,A
"THE GATEHOUSE, BISHOPSGATE ROAD, ENGLEFIELD GREEN, EGHAM, TW20 0XY",THE GATEHOUSE,,BISHOPSGATE ROAD,ENGLEFIELD GREEN,EGHAM,TW20 0XY,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3350000,2024-09-30,runnymede-wentworth,A
"GLADE HOUSE, THE GLADE, KINGSWOOD, TADWORTH, KT20 6LL",GLADE HOUSE,,THE GLADE,KINGSWOOD,TADWORTH,KT20 6LL,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3262500,2024-09-27,reigate-banstead,A
"APPLEGARTH HOUSE, THE HILDENS, WESTCOTT, DORKING, RH4 3JX",APPLEGARTH HOUSE,,THE HILDENS,WESTCOTT,DORKING,RH4 3JX,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3250000,2024-09-23,mole-valley,A
"FERMESHAM HOUSE, HINDHEAD ROAD, HASLEMERE, GU27 3PJ",FERMESHAM HOUSE,,HINDHEAD ROAD,,HASLEMERE,GU27 3PJ,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2024-09-23,waverley-south-surrey,A
"24, HAREBELL HILL, COBHAM, KT11 2RS",24,,HAREBELL HILL,,COBHAM,KT11 2RS,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:harebell-hill:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3050000,2024-09-20,elmbridge-prime,A
"CLARE LODGE, PARK LANE, ASHTEAD, KT21 1EY",CLARE LODGE,,PARK LANE,,ASHTEAD,KT21 1EY,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3825000,2024-09-18,mole-valley,A
"LYNWOOD, 46, WAYNEFLETE TOWER AVENUE, ESHER, KT10 8QG","LYNWOOD, 46",,WAYNEFLETE TOWER AVENUE,,ESHER,KT10 8QG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3400000,2024-09-18,elmbridge-prime,A
"53, ASHLEY PARK AVENUE, WALTON-ON-THAMES, KT12 1EU",53,,ASHLEY PARK AVENUE,,WALTON-ON-THAMES,KT12 1EU,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3300000,2024-09-16,elmbridge-prime,A
"HANKLEY EDGE, TILFORD ROAD, TILFORD, FARNHAM, GU10 2DD",HANKLEY EDGE,,TILFORD ROAD,TILFORD,FARNHAM,GU10 2DD,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3100000,2024-09-10,waverley-south-surrey,A
"TAFTIOG, MOLES HILL, OXSHOTT, LEATHERHEAD, KT22 0QB",TAFTIOG,,MOLES HILL,OXSHOTT,LEATHERHEAD,KT22 0QB,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3550000,2024-08-30,elmbridge-prime,A
"10, BURSTEAD CLOSE, COBHAM, KT11 2NL",10,,BURSTEAD CLOSE,,COBHAM,KT11 2NL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3250000,2024-08-29,elmbridge-prime,A
"47, BROADWATER ROAD SOUTH, HERSHAM, WALTON-ON-THAMES, KT12 5DE",47,,BROADWATER ROAD SOUTH,HERSHAM,WALTON-ON-THAMES,KT12 5DE,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:broadwater-road-south:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3425000,2024-08-28,elmbridge-prime,B
"THE RED HOUSE, 1, BURSTEAD CLOSE, COBHAM, KT11 2NL","THE RED HOUSE, 1",,BURSTEAD CLOSE,,COBHAM,KT11 2NL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4750000,2024-08-23,elmbridge-prime,A
"RED CHIMNEYS, WARREN DRIVE, KINGSWOOD, TADWORTH, KT20 6PZ",RED CHIMNEYS,,WARREN DRIVE,KINGSWOOD,TADWORTH,KT20 6PZ,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,7000000,2024-08-19,reigate-banstead,B
"COURT LANGLEY, WESTERHAM ROAD, OXTED, RH8 0ED",COURT LANGLEY,,WESTERHAM ROAD,,OXTED,RH8 0ED,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3500000,2024-08-16,tandridge-oxted,A
"14, BROAD HIGH WAY, COBHAM, KT11 2RP",14,,BROAD HIGH WAY,,COBHAM,KT11 2RP,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:broad-highway:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3200000,2024-08-14,elmbridge-prime,A
"AMARA, 7, ABBOTS DRIVE, VIRGINIA WATER, GU25 4SE","AMARA, 7",,ABBOTS DRIVE,,VIRGINIA WATER,GU25 4SE,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:abbots-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5400000,2024-08-09,runnymede-wentworth,A
"15, ALBURY ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5DY",15,,ALBURY ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5DY,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:albury-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4800000,2024-08-09,elmbridge-prime,A
"ASHLEY OAK, HIGH PARK AVENUE, EAST HORSLEY, LEATHERHEAD, KT24 5DE",ASHLEY OAK,,HIGH PARK AVENUE,EAST HORSLEY,LEATHERHEAD,KT24 5DE,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2024-08-06,guildford-district,A
"HILLSIDE BARN, SUMMERFIELD LANE, FRENSHAM, FARNHAM, GU10 3AN",HILLSIDE BARN,,SUMMERFIELD LANE,FRENSHAM,FARNHAM,GU10 3AN,Waverley,Semi Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4250000,2024-07-31,waverley-south-surrey,B
"43, LONDON ROAD, GUILDFORD, GU1 1SW",43,,LONDON ROAD,,GUILDFORD,GU1 1SW,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3855000,2024-07-31,guildford-district,A
"ONSLOW HOUSE, 9, PARK HILL DRIVE, COBHAM, KT11 2FN","ONSLOW HOUSE, 9",,PARK HILL DRIVE,,COBHAM,KT11 2FN,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2024-07-31,elmbridge-prime,B
"10, THE GARSTONS, GREAT BOOKHAM, LEATHERHEAD, KT23 3DS",10,,THE GARSTONS,GREAT BOOKHAM,LEATHERHEAD,KT23 3DS,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,8000000,2024-07-26,mole-valley,A
"26, FAIRBOURNE, COBHAM, KT11 2BT",26,,FAIRBOURNE,,COBHAM,KT11 2BT,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4100000,2024-07-24,elmbridge-prime,A
"GARTHCLIFF, SOUTH RIDGE, WEYBRIDGE, KT13 0NF",GARTHCLIFF,,SOUTH RIDGE,,WEYBRIDGE,KT13 0NF,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:south-ridge:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3800000,2024-07-15,elmbridge-prime,A
"BERESFORD HOUSE, 9, WATER LANE, COBHAM, KT11 2PA","BERESFORD HOUSE, 9",,WATER LANE,,COBHAM,KT11 2PA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3800000,2024-07-12,elmbridge-prime,A
"112, LODGE HILL ROAD, LOWER BOURNE, FARNHAM, GU10 3RB",112,,LODGE HILL ROAD,LOWER BOURNE,FARNHAM,GU10 3RB,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3400000,2024-07-10,waverley-south-surrey,A
"5, CHARGATE CLOSE, HERSHAM, WALTON-ON-THAMES, KT12 5DN",5,,CHARGATE CLOSE,HERSHAM,WALTON-ON-THAMES,KT12 5DN,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:chargate-close:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,5675000,2024-07-09,elmbridge-prime,A
"BRACKEN HOUSE, WOODLANDS ROAD WEST, VIRGINIA WATER, GU25 4PL",BRACKEN HOUSE,,WOODLANDS ROAD WEST,,VIRGINIA WATER,GU25 4PL,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:woodlands-road-west:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,7850000,2024-06-28,runnymede-wentworth,A
"9B, WATER LANE, COBHAM, KT11 2PA",9B,,WATER LANE,,COBHAM,KT11 2PA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2024-06-28,elmbridge-prime,A
"10, WARWICKS BENCH ROAD, GUILDFORD, GU1 3TL",10,,WARWICKS BENCH ROAD,,GUILDFORD,GU1 3TL,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5000000,2024-06-27,guildford-district,A
"BLENHEIM HOUSE, 9, LEYS ROAD, OXSHOTT, LEATHERHEAD, KT22 0QE","BLENHEIM HOUSE, 9",,LEYS ROAD,OXSHOTT,LEATHERHEAD,KT22 0QE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,7300000,2024-06-25,elmbridge-prime,A
"56, PALACE ROAD, EAST MOLESEY, KT8 9DW",56,,PALACE ROAD,,EAST MOLESEY,KT8 9DW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4200000,2024-06-24,elmbridge-prime,A
"94, SILVERDALE AVENUE, WALTON-ON-THAMES, KT12 1EJ",94,,SILVERDALE AVENUE,,WALTON-ON-THAMES,KT12 1EJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4200000,2024-06-14,elmbridge-prime,A
"10, VIRGINIA DRIVE, VIRGINIA WATER, GU25 4RX",10,,VIRGINIA DRIVE,,VIRGINIA WATER,GU25 4RX,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:virginia-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3800000,2024-06-14,runnymede-wentworth,A
"19, THE BARTON, COBHAM, KT11 2NJ",19,,THE BARTON,,COBHAM,KT11 2NJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3600000,2024-06-12,elmbridge-prime,A
"LINDEN LEA, LEIGH PLACE, COBHAM, KT11 2HL",LINDEN LEA,,LEIGH PLACE,,COBHAM,KT11 2HL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3050000,2024-06-07,elmbridge-prime,A
"SILVER-MEAD, FAIROAK LANE, OXSHOTT, LEATHERHEAD, KT22 0TW",SILVER-MEAD,,FAIROAK LANE,OXSHOTT,LEATHERHEAD,KT22 0TW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3950000,2024-06-06,elmbridge-prime,A
"BYLANDS, CAVENDISH ROAD, WEYBRIDGE, KT13 0JY",BYLANDS,,CAVENDISH ROAD,,WEYBRIDGE,KT13 0JY,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:cavendish-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3820000,2024-06-06,elmbridge-prime,A
"DUNMORE, WEST ROAD, WEYBRIDGE, KT13 0LZ",DUNMORE,,WEST ROAD,,WEYBRIDGE,KT13 0LZ,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:west-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,11750000,2024-05-31,elmbridge-prime,B
"HILLSIDE, WEST ROAD, ST GEORGES HILL, WEYBRIDGE, KT13 0LZ",HILLSIDE,,WEST ROAD,ST GEORGES HILL,WEYBRIDGE,KT13 0LZ,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:west-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,11099223,2024-05-31,elmbridge-prime,A
"49, BROADWATER ROAD SOUTH, HERSHAM, WALTON-ON-THAMES, KT12 5DE",49,,BROADWATER ROAD SOUTH,HERSHAM,WALTON-ON-THAMES,KT12 5DE,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:broadwater-road-south:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,5175000,2024-05-30,elmbridge-prime,A
"CULLEN HOUSE, CAMP END ROAD, WEYBRIDGE, KT13 0NR",CULLEN HOUSE,,CAMP END ROAD,,WEYBRIDGE,KT13 0NR,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:camp-end-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5700000,2024-05-23,elmbridge-prime,B
"COURTLANDS, EAST ROAD, WEYBRIDGE, KT13 0LF",COURTLANDS,,EAST ROAD,,WEYBRIDGE,KT13 0LF,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:east-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3165000,2024-05-22,elmbridge-prime,A
"79, FAIRMILE LANE, COBHAM, KT11 2DG",79,,FAIRMILE LANE,,COBHAM,KT11 2DG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4300000,2024-05-09,elmbridge-prime,A
"CHATLEY HOUSE, 10, GREEN LANE, COBHAM, KT11 2NN","CHATLEY HOUSE, 10",,GREEN LANE,,COBHAM,KT11 2NN,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3300000,2024-05-08,elmbridge-prime,A
